package,component,fname
tidybayes,scale,scale_slab_alpha_continuous
tidybayes,scale,scale_slab_alpha_discrete
tidybayes,scale,scale_slab_color_continuous
tidybayes,scale,scale_slab_color_discrete
tidybayes,scale,scale_slab_colour_continuous
tidybayes,scale,scale_slab_colour_discrete
tidybayes,scale,scale_slab_fill_continuous
tidybayes,scale,scale_slab_fill_discrete
tidybayes,scale,scale_slab_linetype_continuous
tidybayes,scale,scale_slab_linetype_discrete
tidybayes,scale,scale_slab_shape_continuous
tidybayes,scale,scale_slab_shape_discrete
tidybayes,scale,scale_slab_size_continuous
tidybayes,scale,scale_slab_size_discrete
tidybayes,facet,facet_title_left_horizontal
tidybayes,facet,facet_title_right_horizontal
tidybayes,theme,theme_ggdist
tidybayes,theme,theme_tidybayes
tidybayes,guide,guide_colorbar2
tidybayes,guide,guide_colourbar2
tidyBdE,scale,scale_color_bde_c
tidyBdE,scale,scale_color_bde_d
tidyBdE,scale,scale_colour_bde_c
tidyBdE,scale,scale_colour_bde_d
tidyBdE,scale,scale_fill_bde_c
tidyBdE,scale,scale_fill_bde_d
tidyBdE,theme,theme_tidybde
tidydr,theme,theme_dr
tidydr,theme,theme_noaxis
tidypaleo,geom,geom_area_exaggerate
tidypaleo,geom,geom_areah
tidypaleo,geom,geom_areah_exaggerate
tidypaleo,geom,geom_col_segs
tidypaleo,geom,geom_col_segsh
tidypaleo,geom,geom_colh
tidypaleo,geom,geom_line_exaggerate
tidypaleo,geom,geom_lineh
tidypaleo,geom,geom_lineh_exaggerate
tidypaleo,geom,geom_point_exaggerate
tidypaleo,geom,geom_ribbonh
tidypaleo,stat,stat_nested_hclust
tidypaleo,scale,scale_x_abundance
tidypaleo,scale,scale_x_age_depth
tidypaleo,scale,scale_x_depth_age
tidypaleo,scale,scale_y_abundance
tidypaleo,scale,scale_y_age_depth
tidypaleo,scale,scale_y_depth_age
tidypaleo,facet,facet_abundance
tidypaleo,facet,facet_abundanceh
tidypaleo,facet,facet_geochem_grid
tidypaleo,facet,facet_geochem_gridh
tidypaleo,facet,facet_geochem_wrap
tidypaleo,facet,facet_geochem_wraph
tidypaleo,theme,theme_paleo
tidypaleo,position,position_dodge2v
tidypaleo,position,position_dodgev
tidypaleo,position,position_fillv
tidypaleo,position,position_stackv
tidyplots,theme,theme_ggplot2
tidyplots,theme,theme_minimal_x
tidyplots,theme,theme_minimal_xy
tidyplots,theme,theme_minimal_y
tidyplots,theme,theme_tidyplot
tidypopgen,scale,scale_fill_distruct
tidypopgen,theme,theme_distruct
tidyquant,geom,geom_barchart
tidyquant,geom,geom_bbands
tidyquant,geom,geom_bbands_
tidyquant,geom,geom_candlestick
tidyquant,geom,geom_ma
tidyquant,geom,geom_ma_
tidyquant,scale,scale_color_tq
tidyquant,scale,scale_colour_tq
tidyquant,scale,scale_fill_tq
tidyquant,coord,coord_x_date
tidyquant,coord,coord_x_datetime
tidyquant,theme,theme_tq
tidyquant,theme,theme_tq_dark
tidyquant,theme,theme_tq_green
tidysdm,geom,geom_split_violin
tidyterra,geom,geom_spatraster
tidyterra,geom,geom_spatraster_contour
tidyterra,geom,geom_spatraster_contour_filled
tidyterra,geom,geom_spatraster_contour_text
tidyterra,geom,geom_spatraster_rgb
tidyterra,geom,geom_spatvector
tidyterra,geom,geom_spatvector_label
tidyterra,geom,geom_spatvector_text
tidyterra,stat,stat_spat_coordinates
tidyterra,stat,stat_spatraster
tidyterra,stat,stat_spatvector
tidyterra,scale,scale_color_coltab
tidyterra,scale,scale_color_cross_blended_b
tidyterra,scale,scale_color_cross_blended_c
tidyterra,scale,scale_color_cross_blended_d
tidyterra,scale,scale_color_cross_blended_tint_b
tidyterra,scale,scale_color_cross_blended_tint_c
tidyterra,scale,scale_color_cross_blended_tint_d
tidyterra,scale,scale_color_grass_b
tidyterra,scale,scale_color_grass_c
tidyterra,scale,scale_color_grass_d
tidyterra,scale,scale_color_hypso_b
tidyterra,scale,scale_color_hypso_c
tidyterra,scale,scale_color_hypso_d
tidyterra,scale,scale_color_hypso_tint_b
tidyterra,scale,scale_color_hypso_tint_c
tidyterra,scale,scale_color_hypso_tint_d
tidyterra,scale,scale_color_princess_b
tidyterra,scale,scale_color_princess_c
tidyterra,scale,scale_color_princess_d
tidyterra,scale,scale_color_terrain_b
tidyterra,scale,scale_color_terrain_c
tidyterra,scale,scale_color_terrain_d
tidyterra,scale,scale_color_whitebox_b
tidyterra,scale,scale_color_whitebox_c
tidyterra,scale,scale_color_whitebox_d
tidyterra,scale,scale_color_wiki_b
tidyterra,scale,scale_color_wiki_c
tidyterra,scale,scale_color_wiki_d
tidyterra,scale,scale_colour_coltab
tidyterra,scale,scale_colour_cross_blended_b
tidyterra,scale,scale_colour_cross_blended_c
tidyterra,scale,scale_colour_cross_blended_d
tidyterra,scale,scale_colour_cross_blended_tint_b
tidyterra,scale,scale_colour_cross_blended_tint_c
tidyterra,scale,scale_colour_cross_blended_tint_d
tidyterra,scale,scale_colour_grass_b
tidyterra,scale,scale_colour_grass_c
tidyterra,scale,scale_colour_grass_d
tidyterra,scale,scale_colour_hypso_b
tidyterra,scale,scale_colour_hypso_c
tidyterra,scale,scale_colour_hypso_d
tidyterra,scale,scale_colour_hypso_tint_b
tidyterra,scale,scale_colour_hypso_tint_c
tidyterra,scale,scale_colour_hypso_tint_d
tidyterra,scale,scale_colour_princess_b
tidyterra,scale,scale_colour_princess_c
tidyterra,scale,scale_colour_princess_d
tidyterra,scale,scale_colour_terrain_b
tidyterra,scale,scale_colour_terrain_c
tidyterra,scale,scale_colour_terrain_d
tidyterra,scale,scale_colour_whitebox_b
tidyterra,scale,scale_colour_whitebox_c
tidyterra,scale,scale_colour_whitebox_d
tidyterra,scale,scale_colour_wiki_b
tidyterra,scale,scale_colour_wiki_c
tidyterra,scale,scale_colour_wiki_d
tidyterra,scale,scale_fill_coltab
tidyterra,scale,scale_fill_cross_blended_b
tidyterra,scale,scale_fill_cross_blended_c
tidyterra,scale,scale_fill_cross_blended_d
tidyterra,scale,scale_fill_cross_blended_tint_b
tidyterra,scale,scale_fill_cross_blended_tint_c
tidyterra,scale,scale_fill_cross_blended_tint_d
tidyterra,scale,scale_fill_grass_b
tidyterra,scale,scale_fill_grass_c
tidyterra,scale,scale_fill_grass_d
tidyterra,scale,scale_fill_hypso_b
tidyterra,scale,scale_fill_hypso_c
tidyterra,scale,scale_fill_hypso_d
tidyterra,scale,scale_fill_hypso_tint_b
tidyterra,scale,scale_fill_hypso_tint_c
tidyterra,scale,scale_fill_hypso_tint_d
tidyterra,scale,scale_fill_princess_b
tidyterra,scale,scale_fill_princess_c
tidyterra,scale,scale_fill_princess_d
tidyterra,scale,scale_fill_terrain_b
tidyterra,scale,scale_fill_terrain_c
tidyterra,scale,scale_fill_terrain_d
tidyterra,scale,scale_fill_whitebox_b
tidyterra,scale,scale_fill_whitebox_c
tidyterra,scale,scale_fill_whitebox_d
tidyterra,scale,scale_fill_wiki_b
tidyterra,scale,scale_fill_wiki_c
tidyterra,scale,scale_fill_wiki_d
tidyusmacro,scale,scale_color_esp
tidyusmacro,scale,scale_colour_esp
tidyusmacro,scale,scale_fill_esp
tidyusmacro,theme,theme_esp
timeplyr,scale,scale_x_year_month
timeplyr,scale,scale_x_year_quarter
timeplyr,scale,scale_y_year_month
timeplyr,scale,scale_y_year_quarter
tintin,scale,scale_colour_tintin_c
tintin,scale,scale_colour_tintin_d
tintin,scale,scale_fill_tintin_c
tintin,scale,scale_fill_tintin_d
tinythemes,theme,theme_ipsum_rc
toscca,scale,scale_rm
TransProR,stat,stat_xspline
TransProR,facet,facet_density_foldchange
traumar,stat,stat_sig
traumar,theme,theme_cleaner
treeheatr,scale,scale_norm
treemapify,geom,geom_treemap
treemapify,geom,geom_treemap_subgroup2_border
treemapify,geom,geom_treemap_subgroup2_text
treemapify,geom,geom_treemap_subgroup3_border
treemapify,geom,geom_treemap_subgroup3_text
treemapify,geom,geom_treemap_subgroup_border
treemapify,geom,geom_treemap_subgroup_text
treemapify,geom,geom_treemap_text
trekcolors,scale,scale_color_lcars
trekcolors,scale,scale_color_lcars1
trekcolors,scale,scale_color_lcars2
trekcolors,scale,scale_color_trek
trekcolors,scale,scale_fill_lcars
trekcolors,scale,scale_fill_lcars1
trekcolors,scale,scale_fill_lcars2
trekcolors,scale,scale_fill_trek
trelliscopejs,facet,facet_trelliscope
tune,coord,coord_obs_pred
ubair,scale,scale_data
unhcrthemes,scale,scale_color_unhcr_b
unhcrthemes,scale,scale_color_unhcr_c
unhcrthemes,scale,scale_color_unhcr_d
unhcrthemes,scale,scale_colour_unhcr_b
unhcrthemes,scale,scale_colour_unhcr_c
unhcrthemes,scale,scale_colour_unhcr_d
unhcrthemes,scale,scale_fill_unhcr_b
unhcrthemes,scale,scale_fill_unhcr_c
unhcrthemes,scale,scale_fill_unhcr_d
unhcrthemes,theme,theme_unhcr
unikn,theme,theme_grau
unikn,theme,theme_unikn
upstartr,scale,scale_x_percent
upstartr,scale,scale_x_reordered
upstartr,scale,scale_y_percent
upstartr,scale,scale_y_reordered
utile.visuals,geom,geom_stepconfint
utile.visuals,theme,theme_basic
utile.visuals,theme,theme_risk
vangogh,scale,scale_color_vangogh
vangogh,scale,scale_colour_vangogh
vangogh,scale,scale_fill_vangogh
vangogh,theme,theme_vangogh
viridis,scale,scale_color_viridis
viridis,scale,scale_colour_viridis
viridis,scale,scale_fill_viridis
visxhclust,facet,facet_boxplot
vivainsights,theme,theme_wpa
vivainsights,theme,theme_wpa_basic
vivid,geom,geom_encircle_vivi
volker,theme,theme_set
volker,theme,theme_vlkr
voteogram,theme,theme_voteogram
vpc,theme,theme_empty
vpc,theme,theme_plain
wacolors,scale,scale_color_wa_b
wacolors,scale,scale_color_wa_c
wacolors,scale,scale_color_wa_d
wacolors,scale,scale_colour_wa_b
wacolors,scale,scale_colour_wa_c
wacolors,scale,scale_colour_wa_d
wacolors,scale,scale_fill_wa_b
wacolors,scale,scale_fill_wa_c
wacolors,scale,scale_fill_wa_d
whippr,theme,theme_whippr
wpa,theme,theme_wpa
wpa,theme,theme_wpa_basic
WrensBookshelf,scale,scale_color_WB_c
WrensBookshelf,scale,scale_color_WB_d
WrensBookshelf,scale,scale_fill_WB_c
WrensBookshelf,scale,scale_fill_WB_d
wsjplot,theme,theme_wsj
xgxr,theme,theme_xgx
xkcd,geom,geom_xkcdpath
xkcd,theme,theme_xkcd
xpose,facet,facet_grid_paginate
xpose,facet,facet_wrap_paginate
xpose,theme,theme_bw2
xpose,theme,theme_readable
xpose,theme,theme_xp_default
xpose,theme,theme_xp_xpose4
xpose.nlmixr2,theme,theme_xp_nlmixr2
